Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Novavax,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_5Plus,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_5Plus,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Novavax,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_5Plus,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Novavax,Series_Complete_Unk_Manuf,Series_Complete_Janssen_5Plus,Series_Complete_Moderna_5Plus,Series_Complete_Pfizer_5Plus,Series_Complete_Unk_Manuf_5Plus,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses,Additional_Doses_Vax_Pct,Additional_Doses_5Plus,Additional_Doses_5Plus_Vax_Pct,Additional_Doses_12Plus,Additional_Doses_12Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Second_Booster,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,Second_Booster_Janssen,Second_Booster_Moderna,Second_Booster_Pfizer,Second_Booster_Unk_Manuf,Administered_Bivalent,Admin_Bivalent_PFR,Admin_Bivalent_MOD,Dist_Bivalent_PFR,Dist_Bivalent_MOD,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
04/29/2022,17,ND,1386800,53000,531720,802080,,0,181980,195886,217624,238326,1157160,1074299,1073772,1038873,986541,295819,39719,410207,624047,,326,140973,151671,163025,169541,246835,1054064,494224,64.9,493880,69.8,476364,74.8,449730,77.3,121143,95,418343,54.9,418173,59.1,404058,63.4,381538,65.6,102613,85.6,36571,145687,236071,,14,36566,145683,235910,14,36564,145681,221799,14,36416,145472,199637,13,4381,48531,49695,6,169045,40.4,,,169028,41.8,167229,43.8,114815,58,69974,68.2,77792,88729,2516,8,,3800,3.3,3013,4.3,4,3687,312,0,,,,,,,,,,,,,
04/29/2022,17,KS,6050215,256300,2322240,3471675,,0,207675,221783,246777,273386,1272430,4599790,4599575,4451556,4150854,1265993,138371,1747285,2709861,,4273,157889,168607,181570,187561,266252,4710143,2168805,74.4,2168608,79.5,2085483,85.1,1937991,87.6,529941,95,1788203,61.4,1788180,65.5,1723017,70.3,1598456,72.2,434300,91.3,126359,636855,1024212,,777,126354,636847,1024203,776,126335,636820,959108,754,126208,636427,835160,661,18668,205924,209422,286,762466,42.6,,,762306,44.2,735230,46,486945,57.7,285842,65.8,328962,422451,10804,249,,57869,11.9,44697,15.6,87,26576,34599,30,,,,,,,,,,,,,
04/29/2022,17,CO,12511675,492000,4596240,7423435,,0,217264,230565,253475,278086,1485220,10713513,10711841,10342782,9659208,2384711,341514,4146715,6214716,,10568,186039,197397,209535,214686,283081,10718840,4568876,79.3,4567264,84.2,4366308,88.5,4049916,90,862269,95,4043194,70.2,4043111,74.5,3876152,78.5,3593304,79.9,783856,93,312227,1438072,2290032,,2863,312208,1438057,2289984,2862,312200,1437996,2123115,2841,311871,1437422,1841271,2740,28939,373768,380228,921,2095822,51.8,,,2095328,54.1,2010317,55.9,1135167,68.9,595561,76,923837,1145082,26196,707,,177175,15.6,128512,21.6,252,88594,98887,177,,,,,,,,,,,,,
04/29/2022,17,CT,8776025,344700,3384780,5046545,,0,246152,259371,282556,309249,1392480,7606087,7604140,7344120,6829642,1908721,249679,2881478,4473709,,1221,213337,224737,236453,240663,302854,7638803,3405285,95,3403747,95,3263255,95,3019137,95,745915,95,2822081,79.2,2821633,83.4,2703665,87,2497232,88,615143,95,231132,952702,1637793,,454,231053,952494,1637633,453,231049,952372,1519793,451,230941,952163,1313780,348,22771,242761,349507,104,1456734,51.6,,,1456558,53.9,1395468,55.9,882490,66.9,456616,74.2,663848,774981,17881,24,,134616,15.3,98444,21.6,63,63871,74288,3,,,,,,,,,,,,,
04/29/2022,17,FL,48180685,2377900,17845920,27956865,,0,224328,236900,257705,279344,1071320,37473194,37463530,36719738,34815033,12301390,1480321,13881604,21969433,,141836,174475,184205,196404,201852,273526,37094260,17023097,79.3,17014615,83.7,16606065,88.8,15644044,90.7,4784979,95,14377681,66.9,14375867,70.7,14054601,75.2,13255318,76.9,4095972,91.1,1361248,4876654,8099342,,40437,1360427,4875903,8099167,40370,1360378,4875776,7778445,40002,1359440,4874332,6982210,39336,214853,1967348,1891945,21826,5774086,40.2,,,5773023,41.1,5650058,42.6,4146233,54.3,2549135,62.2,2478710,3182456,105313,7607,,533421,12.9,415803,16.3,1333,286439,267494,2814,,,,,,,,,,,,,
04/29/2022,17,IL,27461045,1167700,9560840,16732505,,0,216710,230283,253382,278681,1344000,22575794,22561746,21678857,20178820,5361059,682294,8003513,13859560,,30427,178157,189199,200030,204779,262381,22830306,9706306,76.6,9698028,81.3,9232203,85.2,8535805,86.6,1979146,95,8701348,68.7,8695635,72.9,8282794,76.4,7648494,77.6,1808870,88.5,625959,2819270,5246694,,9425,625905,2819173,5241137,9420,625902,2819154,4828322,9416,623303,2811494,4204496,9201,84243,805479,915308,3840,4450665,51.1,,,4449722,53.7,4268368,55.8,2607275,68.3,1403450,77.6,1808209,2586625,54035,1796,,363309,13.9,259008,18.5,677,174641,208776,872,,,,,,,,,,,,,
04/29/2022,17,VT,1797550,72200,703980,1021370,,0,288074,302137,326264,352472,1437590,1402293,1402025,1346383,1259585,402809,53457,548483,799471,,882,224730,235656,244375,246985,322147,1380584,583008,93.4,582734,95,553717,95,516411,95,142719,95,506143,81.1,506130,85.1,480277,87.2,446989,87.6,127141,95,47381,178562,279930,,270,47377,178561,279922,270,47365,178544,254098,270,47301,178492,220944,252,2651,61506,62827,157,305066,60.3,,,304990,63.5,288885,64.6,185345,73.9,102547,80.7,130649,169892,4508,17,,28599,15.4,21201,20.7,36,13938,15566,0,,,,,,,,,,,,,
04/29/2022,17,ME,3408250,153900,1344820,1909530,,0,253550,266129,287632,311151,1194770,2838057,2837871,2750398,2596904,874388,143674,1159848,1530921,,3614,211132,221592,232114,237080,306518,2851582,1214980,90.4,1214811,94.9,1168933,95,1100805,95,329604,95,1068776,79.5,1068742,83.5,1027533,86.7,965516,88.1,286050,95,131818,385042,551071,,845,131799,385035,551063,845,131796,385021,509879,837,131736,384954,448071,755,24650,131119,129987,294,596548,55.8,,,596452,58,574905,59.5,391062,70,222451,77.8,272298,312780,10848,622,,72769,18.6,54686,24.6,52,35995,38202,134,,,,,,,,,,,,,
04/29/2022,17,PW,44990,3800,29000,12190,,0,208945,220831,241298,271302,2258530,47349,47345,44918,41346,4985,2349,36303,8595,,102,219901,232391,240912,249328,250251,47705,20402,94.8,20399,95,19001,95,17475,95,1869,93.8,18136,84.2,18135,89,17104,91.7,15669,94.5,1802,90.5,2354,12663,3069,,50,2354,12663,3068,50,2354,12663,2037,50,2354,12663,602,50,227,1538,35,2,11352,62.6,,,11351,66.4,10729,68.5,4599,77,1522,84.5,10475,877,0,0,,148,3.2,86,5.7,0,151,5,0,,,,,,,,,,,,,
04/29/2022,17,TN,12901130,514100,4943840,7443190,,0,188912,200934,221078,242542,1128320,9946673,9945741,9744819,9269893,2930847,265769,3808301,5810063,,62540,145650,154904,166990,174275,256329,9766877,4244190,62.1,4243439,66.1,4135022,70.9,3901111,73.3,1055753,92.3,3720791,54.5,3720638,57.9,3630645,62.2,3431661,64.5,966392,84.5,236040,1321743,2150440,,12568,236000,1321725,2150347,12566,235983,1321685,2060492,12485,235723,1321073,1862506,12359,35999,480052,443961,6380,1634084,43.9,,,1633620,45,1599255,46.6,1118005,58.7,662058,68.5,691587,915990,22319,4188,,143464,12.8,106858,16.1,478,68461,83099,2209,,,,,,,,,,,,,
04/29/2022,17,ID,3406890,157300,1330980,1918610,,0,190642,203900,227824,254461,1172080,2449411,2449293,2385922,2243853,722460,88119,924606,1432988,,3698,137063,146588,159550,167594,248550,2473803,1091627,61.1,1091538,65.3,1056684,70.7,986781,73.7,276669,95,965632,54,965587,57.8,935423,62.6,873058,65.2,252138,86.7,81422,330457,552912,,841,81406,330449,552891,841,81403,330447,522740,833,81348,330283,460605,822,12283,116048,123475,332,406690,42.1,,,406687,43.5,406466,46.6,280544,59.7,171109,67.9,178304,222008,6269,109,,34147,12.2,27092,15.8,50,15345,19946,22,,,,,,,,,,,,,
04/29/2022,17,MI,21276810,941400,8428720,11906690,,0,213048,225859,247549,271287,1205210,15856581,15855899,15401272,14545826,4585706,465943,6242040,9146399,,2199,158774,168314,179189,185464,259754,16165271,6684631,66.9,6683980,71,6444413,75,6052071,77.2,1703258,95,6003969,60.1,6003905,63.7,5792267,67.4,5436888,69.3,1555286,88.1,421034,2176552,3405237,,1146,421020,2176530,3405210,1145,421003,2176472,3193658,1134,420693,2175710,2839454,1031,71168,777992,705511,615,3253623,54.2,,,3253194,56.2,3152770,58,2103629,68.3,1191204,76.6,1449023,1756512,47948,140,,298697,14.2,222182,18.7,285,142367,166019,14,,,,,,,,,,,,,
04/29/2022,17,MA,16975510,618100,6448020,9909390,,0,246289,259757,282138,306434,1451730,14829859,14820436,14250839,13301327,3414326,403925,5816976,8608510,,448,215159,226781,236853,240109,291989,14897068,6764083,95,6758298,95,6446835,95,5992654,95,1414157,95,5439828,78.9,5436261,83.2,5179484,86.1,4804014,86.7,1123380,95,381490,1912785,3145344,,209,381484,1912776,3141793,208,381460,1912744,2885075,205,380202,1907360,2516268,184,74388,510347,538569,76,2784142,51.2,,,2783683,53.7,2658170,55.3,1551534,64.5,797105,71,1296617,1460519,26980,26,,226444,14.6,159968,20.1,136,120286,115176,4,,,,,,,,,,,,,
04/29/2022,17,WA,17821595,760300,6477900,10583395,,0,234036,248960,274139,299430,1473200,14438545,14437074,13933309,13019867,3422141,487903,5406055,8532345,,12242,189609,201680,214328,218754,282886,14558594,6149327,80.8,6147988,85.9,5879291,90.4,5467682,91.9,1243095,95,5524269,72.5,5524096,77.2,5289678,81.4,4914269,82.6,1139408,94.2,452628,1899738,3167590,,4313,452600,1899713,3167473,4310,452580,1899641,2933179,4278,452243,1898862,2559013,4151,59060,516294,562229,1825,2882512,52.2,,,2881196,54.5,2758063,56.1,1605050,68.7,875727,76.9,1248354,1595259,37875,1024,,280708,17.5,204964,23.4,431,141918,155350,125,,,,,,,,,,,,,
04/29/2022,17,MD,15874570,606900,5418260,9849410,,0,262577,279298,307475,336969,1654640,12034053,12032952,11560259,10701735,2713154,365874,4359515,7290702,,17962,199052,211708,223911,227165,282798,12142273,5224591,86.4,5223597,91.9,4971217,95,4577034,95,1007814,95,4569613,75.6,4569454,80.4,4350979,84.3,4001919,84.9,910005,94.9,326751,1520331,2717936,,4595,326710,1520296,2717857,4591,326574,1520217,2499714,4474,326357,1519589,2151870,4103,55264,434023,419472,1246,2319345,50.8,,,2318102,53.3,2208677,55.2,1344016,67.4,689079,75.7,966862,1315904,35653,926,,207085,15.4,146120,21.2,461,107097,113882,396,,,,,,,,,,,,,
04/29/2022,17,FM,163400,12800,89940,60660,,0,159695,176038,206464,244889,3395680,127082,127051,111521,97948,7725,13466,82393,31190,,33,124201,136877,140913,146796,160536,128032,67107,65.6,67077,72.3,57874,73.1,50136,75.1,3838,79.8,56663,55.4,56658,61,50481,63.8,44893,67.3,3558,73.9,12511,31790,12343,,19,12507,31790,12342,19,12503,31788,6171,19,12480,31778,616,19,1108,2422,27,1,15008,26.5,,,14988,29.7,14947,33.3,5259,39.9,1380,38.8,13378,1200,430,0,,101,1.9,22,1.6,1,169,57,0,,,,,,,,,,,,,
04/29/2022,17,MP,125430,3600,25720,96110,,0,241905,260758,296595,347692,3341240,108863,108858,100336,88273,8706,1365,15025,92473,,0,209954,226307,237257,244693,231913,108994,45464,87.7,45459,94.5,40984,95,35593,95,3238,86.3,43268,83.4,43268,90,39225,92.8,34082,94.5,3115,83,1158,5212,36897,,1,1158,5212,36897,1,1158,5212,32854,1,1158,5211,27712,1,120,502,2493,0,20923,48.4,,,20922,53.3,19384,56.9,9452,69.6,2348,75.4,4147,16567,209,0,,267,2.8,130,5.5,0,58,299,0,,,,,,,,,,,,,
04/29/2022,17,NY,46109555,1891300,16285600,27932655,,0,237024,251600,274900,298922,1398890,39213890,39210547,37962195,35619819,8869494,1433033,14184800,23573137,,22920,201577,213955,226326,230919,269087,39252309,17534510,90.1,17531820,95,16860768,95,15745490,95,3482306,95,14953770,76.9,14953231,81.6,14377771,85.7,13396266,86.8,3027422,91.8,1253279,5000850,8693219,,6422,1253166,5000722,8692978,6365,1253065,5000146,8118537,6023,1252073,4997818,7140914,5461,187371,1425341,1412690,2020,6807386,45.5,,,6805609,47.3,6561471,49,3938824,60.3,2052660,67.8,2893832,3796496,116447,611,,520086,13.2,377227,18.4,1200,263617,281858,117,,,,,,,,,,,,,
04/29/2022,17,NH,3519100,179400,1241040,2098660,,0,258812,271517,293608,318627,1386220,2525598,2524902,2455485,2304321,695832,87998,941330,1496174,,96,185745,194809,204868,208638,274096,2546117,1195633,87.9,1195115,92.2,1155148,95,1085309,95,308611,95,954664,70.2,954474,73.6,924632,77.1,868710,78.7,244922,95,79069,343574,531914,,107,79059,343473,531835,107,79057,343471,501997,107,79025,343313,446272,100,15681,101008,128189,44,420437,44,,,420386,45.5,404080,46.5,267918,53.2,140178,57.2,179390,233503,7527,17,,33031,12.3,24140,17.2,42,15509,18371,1,,,,,,,,,,,,,
04/29/2022,17,NC,22058700,930300,8326660,12801740,,0,210322,223304,245492,269424,1259710,16704102,16698129,16193029,15204413,4497065,517840,6216580,9968733,,949,159267,169038,180213,185706,256815,16603751,8822710,84.1,8818802,89.3,8535745,95,8010309,95,2219445,95,6401989,61,6399904,64.8,6186128,68.8,5786185,70.7,1580203,90.2,484544,2216523,3700767,,155,484527,2216480,3698743,154,484515,2216403,3485056,154,483061,2213320,3089654,150,55287,753862,770986,68,1694165,26.5,,,1693936,27.4,1637479,28.3,1103821,35.3,625765,39.6,742076,923367,28694,28,,90337,8.2,65604,10.5,89,46022,47322,3,,,,,,,,,,,,,
04/29/2022,17,MS,5538215,226700,2241660,3069855,,0,186087,198312,219646,243164,1137930,3865033,3864847,3789705,3576987,1135684,93405,1552762,2215785,,3081,129867,138392,150300,157053,233347,3902978,1772800,59.6,1772631,63.5,1730748,68.6,1619142,71.1,446349,91.7,1541602,51.8,1541570,55.2,1508479,59.8,1415543,62.2,408595,84,86205,585893,868195,,1309,86193,585885,868183,1309,86187,585875,835110,1307,86101,585519,742662,1261,17768,207308,182943,576,573409,37.2,,,573292,38,562876,39.8,427854,52.8,255719,62.6,266787,297736,8172,714,,29421,6.9,22327,8.7,61,16497,14291,146,,,,,,,,,,,,,
04/28/2022,17,KS,6042215,256300,2316440,3469475,,0,207400,221490,246450,273025,1270740,4595462,4595248,4447397,4146826,1263279,138342,1745429,2707425,,4266,157740,168449,181401,187379,265681,4705809,2168282,74.4,2168086,79.5,2085035,85,1937583,87.6,529786,95,1787573,61.4,1787550,65.5,1722459,70.3,1597931,72.2,434003,91.3,126341,636634,1023821,,777,126336,636626,1023812,776,126317,636599,958789,754,126190,636206,834874,661,18666,205779,209272,286,761805,42.6,,,761653,44.2,734621,46,486511,57.7,285537,65.8,328745,422011,10801,248,,55501,11.4,42810,15,86,25333,33432,30,,,,,,,,,,,,,
04/28/2022,17,MD,15844770,606900,5411860,9826010,,0,262084,278774,306897,336336,1651540,12018729,12017631,11546137,10688462,2706159,365804,4354238,7280760,,17927,198799,211439,223637,226883,282069,12126610,5222316,86.4,5221326,91.9,4969507,95,4575572,95,1007474,95,4567278,75.5,4567119,80.4,4349279,84.2,4000476,84.9,909604,94.8,326700,1519848,2716144,,4586,326659,1519813,2716065,4582,326523,1519732,2498558,4466,326306,1519106,2150964,4100,55261,433872,419227,1244,2316081,50.7,,,2314864,53.2,2205736,55.1,1342129,67.4,687875,75.6,965942,1313582,35635,922,,200055,14.9,141093,20.5,455,103755,109720,389,,,,,,,,,,,,,
04/28/2022,17,MP,125430,3600,25720,96110,,0,241905,260758,296595,347692,3341240,108863,108858,100336,88273,8706,1365,15025,92473,,0,209954,226307,237257,244693,231913,108994,45464,87.7,45459,94.5,40984,95,35593,95,3238,86.3,43268,83.4,43268,90,39225,92.8,34082,94.5,3115,83,1158,5212,36897,,1,1158,5212,36897,1,1158,5212,32854,1,1158,5211,27712,1,120,502,2493,0,20923,48.4,,,20922,53.3,19384,56.9,9452,69.6,2348,75.4,4147,16567,209,0,,267,2.8,130,5.5,0,58,299,0,,,,,,,,,,,,,
04/28/2022,17,VA2,8103020,626600,3943980,3532440,,0,0,0,0,0,0,7386376,7386202,7386181,7382832,3920005,255761,3809350,3320982,,283,0,0,0,0,0,7386376,3444350,0,3444246,0,3444230,0,3442325,0,1682604,0,2947242,0,2947171,0,2947166,0,2945766,0,1502543,0,233600,1445131,1268499,,12,233594,1445108,1268457,12,233593,1445108,1268453,12,233558,1445069,1267127,12,76645,820678,605219,1,1141550,38.7,,,1141544,38.7,1141476,38.7,1034767,44.6,745009,49.6,604112,516286,21152,0,,73569,7.1,60410,8.1,35,37473,36647,0,,,,,,,,,,,,,
04/28/2022,17,TN,12871730,513700,4928640,7429390,,0,188482,200476,220574,241990,1125750,9939457,9938526,9737803,9263077,2926757,265710,3804888,5806496,,62363,145544,154792,166870,174147,255971,9759785,4243360,62.1,4242610,66.1,4134271,70.8,3900434,73.3,1055570,92.3,3719940,54.5,3719787,57.9,3629910,62.2,3430996,64.5,966172,84.5,235995,1321427,2149969,,12549,235955,1321409,2149876,12547,235938,1321369,2060137,12466,235678,1320757,1862219,12342,35996,479916,443892,6368,1632880,43.9,,,1632417,45,1598098,46.6,1117209,58.7,661556,68.5,690996,915412,22305,4167,,139668,12.5,103901,15.7,476,66385,81297,2195,,,,,,,,,,,,,
04/28/2022,17,MH,106880,12600,57000,37280,,0,137482,154455,186303,224873,2863880,65109,65080,59923,53748,3261,2827,50272,12008,,2,83751,94049,104452,113085,87379,65184,33584,43.2,33565,48.5,29960,52.2,26346,55.4,1496,40.1,27080,34.8,27069,39.1,25553,44.5,23190,48.8,1316,35.3,2786,20254,4037,,3,2785,20249,4032,3,2783,20245,2522,3,2776,20214,197,3,121,1191,4,0,6753,24.9,,,6751,26.4,6723,29,2127,38.5,557,42.3,6401,324,28,0,,9,0.4,2,0.4,0,16,4,0,,,,,,,,,,,,,
04/28/2022,17,ND,1385500,53000,531620,800880,,0,181809,195703,217420,238103,1156080,1073853,1073330,1038453,986134,295532,39713,409849,623965,,326,140914,151609,162960,169471,246595,1053615,494147,64.8,493806,69.8,476296,74.7,449663,77.3,121110,95,418277,54.9,418108,59.1,404008,63.4,381488,65.6,102593,85.6,36565,145654,236044,,14,36560,145650,235884,14,36558,145648,221788,14,36410,145439,199626,13,4379,48513,49695,6,168960,40.4,,,168943,41.8,167156,43.8,114755,57.9,69927,68.2,77730,88706,2516,8,,3576,3.1,2836,4.1,4,3484,289,0,,,,,,,,,,,,,
04/28/2022,17,WI,11618545,452300,4347600,6818645,,0,199548,211556,232381,255025,1142160,10240510,10239933,9925990,9341241,2996125,334821,3908456,5994576,,2657,175880,186454,198528,205039,294534,10237319,4180068,71.8,4179476,76.1,4014856,80.3,3748895,82.3,1042792,95,3814685,65.5,3814599,69.5,3667379,73.4,3426474,75.2,972404,95,300309,1336239,2177207,,930,300293,1336227,2177154,925,300278,1336191,2029988,922,300075,1335832,1789695,872,30680,464738,476647,339,2139731,56.1,,,2139343,58.3,2069400,60.4,1373395,72,787114,80.9,888419,1223936,27242,134,,190357,13.9,144231,18.3,146,86704,109900,21,,,,,,,,,,,,,
04/28/2022,17,FL,48082385,2377000,17808520,27896865,,0,223871,236417,257180,278774,1069130,37444720,37435061,36691834,34787707,12283981,1479933,13869122,21954038,,141627,174342,184065,196255,201693,273139,37065709,17018456,79.2,17009979,83.6,16601766,88.8,15640036,90.7,4783531,95,14374253,66.9,14372440,70.7,14051421,75.2,13252322,76.8,4094856,91.1,1360959,4875695,8097214,,40385,1360138,4874944,8097039,40319,1360089,4874817,7776562,39953,1359151,4873374,6980508,39289,214833,1966852,1891360,21811,5768622,40.1,,,5767562,41,5644768,42.6,4142250,54.3,2546402,62.2,2476409,3179411,105227,7575,,519149,12.5,404407,15.9,1305,278898,260534,2797,,,,,,,,,,,,,
04/28/2022,17,WA,17779995,760200,6461800,10557995,,0,233490,248379,273499,298731,1469760,14425569,14424103,13920772,13007601,3414512,487822,5400271,8525261,,12215,189439,201499,214135,218548,282256,14545310,6148032,80.7,6146697,85.9,5878188,90.4,5466648,91.8,1242708,95,5523081,72.5,5522909,77.2,5288740,81.4,4913392,82.6,1139025,94.2,452568,1899398,3166813,,4302,452540,1899373,3166697,4299,452520,1899301,2932652,4267,452183,1898523,2558546,4140,59053,516121,562028,1823,2880618,52.2,,,2879310,54.4,2756308,56.1,1603980,68.7,875105,76.8,1247621,1594120,37856,1021,,272187,17,198685,22.7,427,137568,150968,123,,,,,,,,,,,,,
04/28/2022,17,OH,23154555,985400,8716240,13452915,,0,198087,210529,231529,254136,1131520,17804440,17803919,17310132,16365173,5253494,626173,6778657,10378209,,21401,152317,161879,173089,179618,256729,17709355,7423798,63.5,7423286,67.5,7163452,71.6,6725558,73.8,1898373,92.8,6820544,58.3,6820500,62,6592838,65.9,6197030,68,1793099,87.6,552390,2393010,3869667,,5477,552382,2393002,3869639,5477,552375,2392982,3642023,5458,552116,2392346,3247238,5330,91512,809633,889348,2606,3542660,51.9,,,3541726,53.7,3437379,55.5,2334460,66.6,1348966,75.2,1506123,1976187,59391,959,,281330,12.1,212391,15.7,714,139458,155062,337,,,,,,,,,,,,,
04/28/2022,17,AS,117010,600,24100,92310,,0,246898,271422,316954,373416,3569560,108332,108322,96286,80466,8335,571,24361,82327,,1073,228587,251269,260818,256793,254271,108750,45111,95,45101,95,38869,95,32202,95,3193,95,41405,87.4,41405,95,35682,95,29416,93.9,2933,89.5,581,9425,30864,,535,581,9425,30864,535,581,9424,25142,535,580,9404,18901,531,27,1200,1695,11,22161,53.5,,,22145,62.1,19297,65.6,7781,74.6,2208,75.3,4578,17581,2,0,,248,3.2,136,6.2,0,42,226,0,,,,,,,,,,,,,
04/28/2022,17,OK,7294630,324800,3061180,3908650,,0,184349,197076,219373,242771,1148520,5904620,5904276,5769275,5429326,1617645,154426,2384246,3363905,,2043,149221,159513,173500,180692,254694,5872621,2810962,71,2810654,75.9,2735472,82.3,2560805,85.2,682027,95,2262941,57.2,2262889,61.1,2203294,66.3,2059045,68.5,555513,87.5,143980,855634,1262947,,380,143965,855616,1262929,379,143962,855606,1203366,360,143885,855318,1059529,313,20747,281982,252696,88,847050,37.4,,,846964,38.4,826834,40.2,578345,52.9,347572,62.6,387832,447024,12039,155,,56821,9.8,44834,12.9,59,30250,28253,94,,,,,,,,,,,,,
04/28/2022,17,NC,22026300,930200,8313160,12782940,,0,210013,222976,245131,269028,1257860,16691599,16685688,16180847,15192478,4489825,517661,6210644,9962345,,949,159148,168912,180077,185560,256401,16590967,8818784,84.1,8814911,89.2,8532007,95,8006732,95,2217747,95,6398376,61,6396315,64.8,6182665,68.8,5782782,70.6,1578082,90.1,484396,2214979,3698846,,155,484379,2214936,3696846,154,484367,2214859,3483285,154,482913,2211776,3087943,150,55264,752868,769882,68,1692228,26.4,,,1692003,27.4,1635618,28.3,1102322,35.3,624788,39.6,741180,922353,28667,28,,87025,7.9,63150,10.1,84,44217,45738,3,,,,,,,,,,,,,
04/28/2022,17,DD2,6679510,210500,2191340,4277670,,0,0,0,0,0,0,7448333,7448001,7329476,6943254,619077,326064,2469388,4629349,,23532,0,0,0,0,0,7448333,4222399,0,4222124,0,4147753,0,3932790,0,394940,0,3173737,0,3173666,0,3129927,0,2963504,0,197362,0,292469,980427,1900611,,230,292448,980408,1900580,230,292440,980401,1856856,230,292229,980172,1690880,223,9714,70819,116828,1,1856,0.1,,,1855,0.1,1851,0.1,273,0,62,0,599,1224,33,0,,0,0,0,0,0,1,6,0,,,,,,,,,,,,,
04/28/2022,17,GU,320560,24100,85780,210680,,0,190256,209844,244113,279858,1995890,348862,348828,332727,299134,47151,13499,110012,225089,,262,207053,228349,253379,261152,293574,348727,153505,91.1,153473,95,144513,95,128581,95,17548,95,139143,82.6,139141,91.1,132421,95,118296,95,16484,95,11111,40497,87429,,106,11111,40496,87428,106,11110,40496,80709,106,11101,40479,66610,106,627,6732,9093,32,60845,43.7,,,60827,45.9,57382,48.5,30447,66.1,12134,73.6,21921,37524,1400,0,,1964,6.5,1229,10.1,3,871,1174,0,,,,,,,,,,,,,
04/28/2022,17,PR,7476250,214700,2642320,4619230,,0,234094,243034,262482,285248,1100010,7135080,7134558,6816366,6263670,1726181,151927,2700797,4282079,,277,223412,231927,239314,238984,253979,7143428,3029858,94.9,3029412,95,2858036,95,2629974,95,692495,95,2648297,82.9,2648202,86.1,2501665,87.8,2297341,87.7,601257,88.5,139356,952972,1555853,,116,139334,952947,1555805,116,139324,952919,1409322,100,139195,952576,1205506,64,23579,297688,279975,15,1535590,58,,,1535380,61.4,1414590,61.6,802643,67.8,415757,69.1,609730,914461,11379,20,,51708,6.4,33938,8.2,82,24891,29164,0,,,,,,,,,,,,,
04/28/2022,17,AZ,14823820,608600,5665120,8550100,,0,203660,216440,238860,262904,1132770,12103243,12102023,11704856,10897097,3474061,369668,4745446,6956913,,31216,166283,176699,188604,193263,265473,11836211,5312608,73,5311550,77.6,5088314,82,4691581,83.2,1300147,95,4478221,61.5,4477905,65.4,4315137,69.5,3993684,70.8,1127502,86.2,333273,1639337,2497426,,8185,333034,1639319,2497367,8185,333025,1639281,2334682,8149,332752,1638575,2014325,8032,50787,548538,523804,4373,1871498,41.8,,,1870638,43.4,1799859,45.1,1187806,56,699623,62.1,820296,1025249,24027,1926,,162877,13.7,123851,17.7,387,75030,97252,614,,,,,,,,,,,,,
